restaurant_name,online_order,book_table,rate_out_of_5,total_votes,location,rest_type,approx_cost_for_two,type_of_meal
Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,Dessert Parlor,400,Delivery
Cross Road Cafe,Yes,No,3.9,91,Jayanagar,Cafe,300,Delivery
Anand Donne Biriyani,Yes,No,3.6,45,Jayanagar,Quick Bites,200,Delivery
Seven Star,Yes,No,3.4,7,Banashankari,Quick Bites,250,Delivery
Stop 'N' Joy,Yes,No,3.8,28,Banashankari,Quick Bites,150,Delivery
Sri Yaksha Shiv Sagar,Yes,No,3.6,24,Banashankari,Casual Dining,600,Delivery
Fudge,Yes,No,3.8,36,Basavanagudi,Dessert Parlor,200,Delivery
Just Bunny,Yes,No,3.5,11,Jayanagar,Quick Bites,200,Delivery
Bakers Town,Yes,No,3.8,77,Kumaraswamy Layout,Cafe,650,Delivery
Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,Sweet Shop,100,Delivery
Kaapi Kendra,Yes,No,3.7,14,Jayanagar,Quick Bites,100,Delivery
Ivy,Yes,No,3.8,210,Kumaraswamy Layout,Casual Dining,600,Delivery
The Airos,Yes,No,4.1,130,Jayanagar,Cafe,650,Delivery
Chai Kraft,Yes,No,4.1,30,Jayanagar,Beverage Shop,100,Delivery
Kirthi's Biryani,Yes,No,3.8,144,Banashankari,Cafe,700,Delivery
South Point Pub,Yes,No,3.4,11,Basavanagudi,Bar,800,Delivery
The Trundle,Yes,No,3.7,133,Jayanagar,Casual Dining,700,Delivery
The Krishna Grand Xpress,Yes,No,4.0,136,Jayanagar,Quick Bites,350,Delivery
Sri Krishna Darshini,Yes,No,3.1,4,Basavanagudi,Quick Bites,200,Delivery
Shringar Sweets & Snacks,Yes,No,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites",200,Delivery
Udupi Grand,Yes,No,3.8,74,Basavanagudi,Quick Bites,300,Delivery
Ganesh Grand,Yes,No,3.7,30,Basavanagudi,Quick Bites,300,Delivery
Shreyas Upahar & Burger Point,Yes,No,3.0,7,Basavanagudi,Quick Bites,200,Delivery
Coffee Tindi,Yes,No,3.8,75,Banashankari,"Cafe, Quick Bites",200,Delivery
Little Cafe,Yes,No,3.7,54,Basavanagudi,Cafe,600,Delivery
Mumbai Badam Milk & Lassi Center,Yes,No,3.6,23,Basavanagudi,Kiosk,100,Delivery
Sri Krishna Sagar,Yes,No,3.2,119,Banashankari,Casual Dining,400,Delivery
Mylari Biryani Family Restaurant,Yes,No,3.7,73,Banashankari,Quick Bites,400,Delivery
1980s Games Cafe,Yes,No,3.4,58,Basavanagudi,Cafe,400,Delivery
Kadala Tarangaa,Yes,No,3.6,129,Banashankari,Casual Dining,600,Delivery
Namma Biryani,Yes,No,3.6,24,Banashankari,Quick Bites,250,Delivery
Nandhanu's Rasoi,Yes,No,3.0,175,Kumaraswamy Layout,Quick Bites,400,Delivery
Hotel Pork Paradise,Yes,No,3.7,21,Mysore Road,Quick Bites,300,Delivery
As On Fire,Yes,No,3.5,41,South Bangalore,Food Truck,400,Delivery
J K Fish Land,Yes,No,3.6,35,Jayanagar,Quick Bites,300,Delivery
Curry Leaves,Yes,No,4.1,176,Basavanagudi,Casual Dining,800,Delivery
Lassi Shop,Yes,No,3.5,45,Banashankari,Beverage Shop,300,Delivery
Magic Meals,Yes,No,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor",400,Delivery
Desi Cream Junction,Yes,Yes,3.7,36,Jayanagar,Casual Dining,650,Delivery
Drunken Monkey,Yes,No,3.8,52,Kumaraswamy Layout,"Beverage Shop, Quick Bites",400,Delivery
Ruchi's Corner,Yes,No,2.7,123,Banashankari,Quick Bites,200,Delivery
Tandoori Bytes,Yes,No,3.6,59,Kumaraswamy Layout,Casual Dining,700,Delivery
Bangalore Donne Biriyani,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,300,Delivery
SGS Non Veg - Gundu Pulav,Yes,No,3.8,101,Banashankari,Quick Bites,400,Delivery
Keventers,Yes,No,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor",400,Delivery
Sree Sagar,Yes,No,,0,Banashankari,Quick Bites,200,Delivery
Navi Food Point,Yes,No,3.6,22,Basavanagudi,Quick Bites,200,Delivery
Shawarma Inc,Yes,No,3.1,31,Banashankari,Takeaway,250,Delivery
The Cafe Nuts and Bolts,Yes,No,3.0,29,Kumaraswamy Layout,Cafe,500,Delivery
AM WOW,Yes,No,3.4,6,Jayanagar,Beverage Shop,100,Delivery
Lalbagh Grand,Yes,No,3.0,22,Basavanagudi,Quick Bites,250,Delivery
Funjabi Curries,Yes,No,2.9,11,Banashankari,Quick Bites,500,Delivery
Eat Repeat,Yes,No,3.9,101,Basavanagudi,Quick Bites,150,Delivery
Salut,Yes,Yes,4.1,442,Jayanagar,"Pub, Casual Dining","1,200",Delivery
Nammura Donne Biriyani,Yes,No,3.5,155,Basavanagudi,Quick Bites,400,Delivery
Lassi Stop,Yes,No,3.4,12,Banashankari,"Beverage Shop, Quick Bites",150,Delivery
Dakshin Kitchen,Yes,No,3.6,15,Basavanagudi,Quick Bites,100,Delivery
Sri Sai Cafe,Yes,No,3.5,10,Basavanagudi,Quick Bites,200,Delivery
Sri Sai 99 Variety Dosa,Yes,No,3.8,25,Banashankari,Quick Bites,300,Delivery
Utsav Restaurant,Yes,No,3.8,61,Banashankari,Quick Bites,300,Delivery
Crunch and Munch,Yes,No,3.7,23,Uttarahalli,Quick Bites,300,Delivery
Food Geek,Yes,No,3.8,25,Basavanagudi,Quick Bites,350,Delivery
Sri Krishna Aramane,Yes,No,3.7,40,Kumaraswamy Layout,Quick Bites,200,Delivery
Great Indian Rolls,Yes,No,3.3,4,Basavanagudi,Quick Bites,100,Delivery
Chats Point,Yes,No,3.4,8,Basavanagudi,Quick Bites,150,Delivery
Food Point,Yes,No,3.5,32,Kumaraswamy Layout,Quick Bites,300,Delivery
Swarga Ruchi,Yes,No,3.3,10,Basavanagudi,Quick Bites,200,Delivery
Kolkata King,Yes,No,3.4,6,Basavanagudi,Quick Bites,300,Delivery
Sandwich Mama's And Frozen Monster,Yes,No,3.8,53,Jayanagar,Quick Bites,250,Delivery
New Rajadhani Spicy,Yes,No,3.7,67,Kumaraswamy Layout,Casual Dining,700,Delivery
Big Mishra Pedha,Yes,No,2.9,23,Jayanagar,Sweet Shop,250,Delivery
VEGeatz,Yes,No,3.4,19,Banashankari,Quick Bites,200,Delivery
Foodizo,Yes,No,3.6,24,Banashankari,Quick Bites,300,Delivery
Food Springs,Yes,No,4.0,232,Jayanagar,Quick Bites,400,Delivery
Chung's Chinese Corner,Yes,No,3.9,221,Jayanagar,Casual Dining,700,Delivery
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1063,Jayanagar,"Casual Dining, Bar","1,200",Delivery
Goli Vada Pav No. 1,Yes,No,3.7,93,Basavanagudi,Quick Bites,200,Delivery
Ragoo's,Yes,No,3.9,233,Jayanagar,Casual Dining,800,Delivery
Pure & Natural,Yes,No,3.9,211,Jayanagar,Casual Dining,500,Delivery
Maiyas,Yes,No,4.0,1778,Jayanagar,Quick Bites,200,Delivery
Sip n Dine,Yes,No,3.6,218,Vijay Nagar,Casual Dining,800,Delivery
Cafe Mondo,Yes,No,3.7,514,Basavanagudi,Cafe,600,Delivery
Jalpaan,Yes,Yes,4.0,866,Jayanagar,Casual Dining,900,Delivery
Kataria's Pakwan,Yes,No,3.2,96,Kumaraswamy Layout,Quick Bites,400,Delivery
Juicy Momos,Yes,No,3.5,80,Banashankari,Quick Bites,250,Delivery
Amande Patisserie,Yes,No,4.0,73,Basavanagudi,Bakery,300,Delivery
Anand Sweets and Savouries,Yes,No,3.9,84,Jayanagar,Sweet Shop,400,Delivery
Chicken Hunt,Yes,No,3.5,88,Banashankari,Quick Bites,350,Delivery
Swadesh Tadka,Yes,No,3.5,179,Banashankari,Casual Dining,600,Delivery
Cane-O-La,Yes,No,3.8,61,Basavanagudi,Quick Bites,100,Delivery
New Biryani Mane,Yes,No,3.7,128,Uttarahalli,Casual Dining,450,Delivery
Upahara Darshini,Yes,No,3.8,339,Jayanagar,Quick Bites,400,Delivery
Karnataka Bhel House,Yes,No,4.1,449,Basavanagudi,Quick Bites,100,Delivery
Sreeraj Lassi Bar,Yes,No,4.1,210,Jayanagar,"Dessert Parlor, Beverage Shop",150,Delivery
Juice Junction Food Court,Yes,No,3.7,57,Basavanagudi,Quick Bites,200,Delivery
Bunt's Biriyani Palace,Yes,No,3.0,213,Banashankari,Quick Bites,400,Delivery
Chai Point,Yes,No,3.2,208,Jayanagar,"Beverage Shop, Quick Bites",250,Delivery
Janahaar,Yes,No,3.8,70,Banashankari,Quick Bites,100,Delivery
Redberrys,Yes,No,4.0,219,Basavanagudi,Cafe,600,Delivery
Utsav,Yes,No,3.7,59,Banashankari,Quick Bites,200,Delivery
Meat And Eat,Yes,No,3.1,10,Banashankari,Quick Bites,500,Delivery
Snacks Bite,Yes,No,3.0,9,Kumaraswamy Layout,Quick Bites,400,Delivery
The Spice Saga,Yes,No,3.7,124,Kumaraswamy Layout,Casual Dining,750,Delivery
Dakshin Cafe,Yes,No,3.7,19,Kumaraswamy Layout,Quick Bites,100,Delivery
Mr. Parathewala,Yes,No,,0,Jayanagar,"Takeaway, Delivery",300,Delivery
Kaulige Millet Corner,Yes,No,3.3,4,Basavanagudi,Quick Bites,150,Delivery
Ifruit Ice Cream,Yes,No,3.3,4,Kumaraswamy Layout,Dessert Parlor,150,Delivery
Havmor,Yes,No,3.8,21,Basavanagudi,Dessert Parlor,200,Delivery
Grand Food,Yes,No,3.4,8,Banashankari,"Quick Bites, Bakery",250,Delivery
Dining Hut,Yes,No,3.5,10,Kumaraswamy Layout,Quick Bites,400,Delivery
7 Hills Garden Restaurant,Yes,No,,0,Banashankari,Quick Bites,400,Delivery
Desi Swaad,Yes,No,3.5,10,Kumaraswamy Layout,Quick Bites,400,Delivery
Yummy Momos,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,200,Delivery
Masale Daan,Yes,No,3.1,4,Banashankari,Delivery,350,Delivery
Sri Manjunatha Tandoori Corner,Yes,No,,0,Uttarahalli,Quick Bites,300,Delivery
Grow Fit,Yes,No,3.6,16,JP Nagar,"Takeaway, Delivery",500,Delivery
The House Of Vadapav,Yes,No,,0,Banashankari,Quick Bites,150,Delivery
Cutcakes,Yes,No,,0,Kumaraswamy Layout,"Takeaway, Delivery",300,Delivery
Lassi Spot,Yes,No,3.3,4,Kumaraswamy Layout,Beverage Shop,100,Delivery
Sandwich Hub,Yes,No,3.4,12,Jayanagar,Quick Bites,300,Delivery
Healthy Bakes 'n' Brew,Yes,No,,0,Jayanagar,Bakery,150,Delivery
Udupi Sri Krishna Cafe,Yes,No,3.9,14,Jayanagar,Casual Dining,600,Delivery
Starlite Bakery & Fastfood,Yes,No,3.7,0,Jayanagar,Quick Bites,300,Delivery
Veganbreak24x7,Yes,No,2.8,5,City Market,"Takeaway, Delivery",199,Delivery
Aadhya Hotel,Yes,No,3.3,5,Basavanagudi,"Casual Dining, Bar",800,Delivery
Dodda Mane Baaduta,Yes,No,3.5,15,Banashankari,Quick Bites,250,Delivery
Swadd Kitchen,Yes,No,3.4,4,Basavanagudi,Casual Dining,500,Delivery
Nandini Milk Parlour and Restaurant,Yes,No,,0,Mysore Road,"Dessert Parlor, Quick Bites",250,Delivery
Happy Chopsticks,Yes,No,3.6,17,Basavanagudi,Quick Bites,300,Delivery
Sai Super Sandwich,Yes,No,,0,Banashankari,Quick Bites,200,Delivery
Right Pizza,Yes,No,,0,Basavanagudi,Quick Bites,300,Delivery
Udupi Upachar,Yes,No,3.3,6,Banashankari,Quick Bites,500,Delivery
Davanagere Benne Dose Hut,Yes,No,3.4,10,Banashankari,Quick Bites,100,Delivery
The Sip Shop,Yes,No,,0,Basavanagudi,Quick Bites,200,Delivery
Jalsa,Yes,Yes,4.1,775,Banashankari,Casual Dining,800,Delivery
Subz,Yes,Yes,4.2,2022,Jayanagar,Casual Dining,"1,000",Delivery
Rajastani Rasoi,Yes,No,,0,Basavanagudi,Quick Bites,100,Delivery
Sri Banashankari Upahara,Yes,No,,0,Kumaraswamy Layout,Quick Bites,150,Delivery
Cafe Shuffle,Yes,Yes,4.2,150,Banashankari,Cafe,600,Delivery
Mint and Mustard,Yes,No,4.0,232,Basavanagudi,Casual Dining,750,Delivery
Chinese Square,Yes,No,3.9,38,Basavanagudi,Quick Bites,200,Delivery
Hyderabad Express,Yes,No,,0,Banashankari,Quick Bites,300,Delivery
Punjabi Raswada,Yes,Yes,3.5,431,Jayanagar,Casual Dining,800,Delivery
Vinny's,Yes,Yes,4.2,2115,Banashankari,Casual Dining,800,Delivery
Chetty's Corner,Yes,No,3.4,30,Uttarahalli,Quick Bites,200,Delivery
Kapoor's Cafe,Yes,No,4.2,150,Jayanagar,Casual Dining,800,Delivery
Donne Biryani & Kabab Corner,Yes,No,3.3,12,Kumaraswamy Layout,Quick Bites,200,Delivery
Sukh Sagar,Yes,No,3.8,155,Jayanagar,Casual Dining,450,Delivery
S M V Snacks Corner,Yes,No,3.7,33,Basavanagudi,Quick Bites,200,Delivery
Andhra Ruchulu,Yes,Yes,4.1,666,Jayanagar,"Casual Dining, Bar","1,000",Delivery
The Samosa Co,Yes,No,,0,Jayanagar,Quick Bites,200,Delivery
Steaming Mugs,Yes,No,3.9,240,Basavanagudi,Cafe,700,Delivery
San Churro Cafe,Yes,No,3.8,918,Banashankari,"Cafe, Casual Dining",800,Delivery
Rajathadri Food Fort,Yes,No,4.0,465,Jayanagar,Casual Dining,600,Delivery
Brew Meister,Yes,Yes,4.1,970,Jayanagar,"Microbrewery, Casual Dining","1,500",Delivery
Rasoi,Yes,No,3.3,128,Banashankari,Quick Bites,300,Delivery
Mr. Singh Da Dhaba,Yes,No,3.6,241,Kumaraswamy Layout,Quick Bites,300,Delivery
Kababs N Biryani,Yes,No,3.4,22,Banashankari,Quick Bites,200,Delivery
Ayodhya Upachar,Yes,No,4.3,734,Banashankari,Quick Bites,200,Delivery
Biriyani Mane,Yes,No,3.8,130,Jayanagar,Quick Bites,400,Delivery
Cafe Ajfan,Yes,No,4.2,261,Jayanagar,Cafe,700,Delivery
Brundhavana Food Point,Yes,No,4.0,191,Kumaraswamy Layout,Quick Bites,300,Delivery
SLV Corner Restaurant,Yes,No,4.1,364,Basavanagudi,Casual Dining,550,Delivery
Biryani Royals Garden,Yes,No,,0,Kumaraswamy Layout,Quick Bites,500,Delivery
Hotel New Karavali,Yes,No,3.8,133,Banashankari,Quick Bites,300,Delivery
The Krishna Grand,Yes,No,3.9,888,Banashankari,Casual Dining,750,Delivery
360 Atoms Restaurant And Cafe,Yes,No,3.1,13,Banashankari,Cafe,400,Delivery
Roti Ghar,Yes,No,3.9,750,Basavanagudi,Casual Dining,500,Delivery
The Coffee Shack,Yes,Yes,4.2,164,Banashankari,Cafe,500,Delivery
Multi Snacky Hub,No,No,,0,Basavanagudi,Quick Bites,200,Delivery
Kettle & Kegs,Yes,No,3.2,6,Banashankari,Delivery,200,Delivery
Baisakhi,Yes,No,3.8,527,Basavanagudi,Casual Dining,500,Delivery
Corner House Ice Cream,No,No,4.3,345,Banashankari,Dessert Parlor,400,Desserts
Poonam Sweets,No,No,4.4,356,Banashankari,Sweet Shop,150,Desserts
XO Belgian Waffle,Yes,No,3.7,17,Banashankari,Dessert Parlor,400,Desserts
Old Mumbai Ice Cream,Yes,No,3.9,38,Banashankari,Dessert Parlor,150,Desserts
Cake of the Day,No,No,3.7,78,Banashankari,"Bakery, Dessert Parlor",150,Desserts
Amma's Pastries,No,No,3.8,60,Banashankari,Dessert Parlor,400,Desserts
Kanti Sweets,Yes,No,4.0,115,Banashankari,Sweet Shop,400,Desserts
Sugar Rush,No,No,3.8,39,Banashankari,Bakery,300,Desserts
Polar Bear,Yes,No,3.9,116,Banashankari,Dessert Parlor,400,Desserts
San Churro Cafe,Yes,No,3.8,918,Banashankari,"Cafe, Casual Dining",800,Desserts
Anand Sweets and Savouries,No,No,3.7,46,Banashankari,"Sweet Shop, Quick Bites",400,Desserts
Ibaco,Yes,No,3.9,41,Banashankari,Dessert Parlor,300,Desserts
Kirthi's Biryani,Yes,No,3.8,144,Banashankari,Cafe,700,Desserts
The Lassi and Juice Park,No,No,3.8,28,Banashankari,"Beverage Shop, Dessert Parlor",150,Desserts
Stoned Monkey,Yes,No,4.3,860,Banashankari,Dessert Parlor,500,Desserts
Parimala Sweets,No,No,3.5,14,Banashankari,Sweet Shop,200,Desserts
The Big O Bakes,No,No,4.0,66,Banashankari,Bakery,300,Desserts
Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,Sweet Shop,100,Desserts
Keventers,Yes,No,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor",400,Desserts
Dessert Rose,No,No,3.5,7,Banashankari,Dessert Parlor,500,Desserts
Thanco's Natural Ice Creams,No,No,3.2,9,Banashankari,Dessert Parlor,300,Desserts
Corner Stone,No,No,3.6,42,Banashankari,"Beverage Shop, Quick Bites",300,Desserts
Kaggis,No,No,3.8,64,Banashankari,Quick Bites,250,Desserts
Cocoa Bakes,Yes,No,3.6,14,Banashankari,Bakery,350,Desserts
Floured-Baked With Love,No,No,3.8,45,Banashankari,"Takeaway, Delivery",400,Desserts
CAFE NOVA,No,No,3.2,11,Banashankari,Cafe,600,Desserts
Cakes & Slices,No,No,3.5,13,Banashankari,Bakery,300,Desserts
Arun Ice Cream,No,No,3.4,7,Banashankari,Dessert Parlor,150,Desserts
Just Bake,No,No,3.4,8,Banashankari,Bakery,400,Desserts
Dharwad Line Bazaar Mishra Pedha,No,No,,0,Banashankari,Dessert Parlor,150,Desserts
Cake Bite,No,No,,0,Banashankari,Bakery,300,Desserts
Kwality Wall's Swirl's Happiness Station,No,No,2.9,25,Banashankari,Dessert Parlor,200,Desserts
Melting Melodies,No,No,,0,Banashankari,Bakery,300,Desserts
Sweet N Swirl,No,No,3.2,17,Banashankari,Dessert Parlor,150,Desserts
Me And My Cake,No,No,,0,Banashankari,Delivery,500,Desserts
Mukesh Sweet Centre,No,No,,0,Banashankari,Sweet Shop,300,Desserts
Darkolates,No,No,,0,Banashankari,Confectionery,200,Desserts
Sai Super Sandwich,Yes,No,,0,Banashankari,Quick Bites,200,Desserts
Sweet Truth,Yes,No,3.9,35,Banashankari,Delivery,500,Desserts
Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,Dessert Parlor,400,Desserts
Gopi Ice Creams,No,No,,0,Banashankari,Dessert Parlor,100,Desserts
Sri Venkateshwara Sweet Meat Stall,No,No,4.0,98,Basavanagudi,"Sweet Shop, Quick Bites",400,Desserts
Baskin Robbins,No,No,3.7,25,Basavanagudi,Dessert Parlor,250,Desserts
Redberrys,Yes,No,4.0,219,Basavanagudi,Cafe,600,Desserts
Amande Patisserie,Yes,No,4.0,73,Basavanagudi,Bakery,300,Desserts
Srinivasa Brahmins Bakery,No,No,3.6,16,Basavanagudi,"Bakery, Quick Bites",150,Desserts
Jain Bakes,No,No,3.6,8,Basavanagudi,Bakery,250,Desserts
Cake Ghar,Yes,No,3.8,15,Basavanagudi,Bakery,400,Desserts
KC Das - Sweet Spot,No,No,3.6,46,Basavanagudi,"Sweet Shop, Quick Bites",200,Desserts
Sugar Stars Co,No,No,,0,Basavanagudi,Bakery,300,Desserts
Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3,13,Basavanagudi,"Dessert Parlor, Sweet Shop",300,Desserts
Cake Yard,Yes,No,3.3,9,Basavanagudi,Dessert Parlor,250,Desserts
Iceberg Icecreams,Yes,No,4.0,43,Basavanagudi,Dessert Parlor,250,Desserts
A2B Veg - Adyar Ananda Bhavan,Yes,No,2.7,97,Basavanagudi,Casual Dining,400,Desserts
Bombay Kulfis,No,No,,0,JP Nagar,Dessert Parlor,200,Desserts
Sri Krishna Sweets,Yes,No,3.7,22,Basavanagudi,Sweet Shop,250,Desserts
Cake Art,No,No,3.5,15,Basavanagudi,"Bakery, Quick Bites",400,Desserts
Cakecraft,No,No,,0,Jayanagar,Takeaway,350,Desserts
Asha Sweets Centre,Yes,No,3.6,27,Basavanagudi,Dessert Parlor,250,Desserts
My Tea House,Yes,Yes,,0,Banashankari,Casual Dining,500,Dine-out
The Krishna Grand,Yes,No,3.9,888,Banashankari,Casual Dining,750,Dine-out
Sea Spice by 7 Star,Yes,Yes,4.0,349,Banashankari,Casual Dining,"1,200",Dine-out
Mini Punjabi Dhaba,Yes,No,4.2,287,Banashankari,Quick Bites,350,Dine-out
Onesta,Yes,Yes,4.6,2556,Banashankari,"Casual Dining, Cafe",600,Dine-out
Wamama,Yes,Yes,4.2,354,Banashankari,Casual Dining,800,Dine-out
Jalsa,Yes,Yes,4.1,775,Banashankari,Casual Dining,800,Dine-out
Vinny's,Yes,Yes,4.2,2115,Banashankari,Casual Dining,800,Dine-out
Jcubez,No,Yes,3.8,977,Banashankari,Lounge,"1,300",Dine-out
Gustoes Beer House,No,No,4.1,868,Banashankari,Pub,"1,200",Dine-out
Penthouse Cafe,Yes,No,4.0,324,Banashankari,Cafe,700,Dine-out
Spice Elephant,Yes,No,4.1,787,Banashankari,Casual Dining,800,Dine-out
Smacznego,Yes,No,4.2,504,Banashankari,Cafe,550,Dine-out
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,Yes,No,4.1,402,Banashankari,Cafe,500,Dine-out
Cafe Shuffle,Yes,Yes,4.2,150,Banashankari,Cafe,600,Dine-out
The Coffee Shack,Yes,Yes,4.2,164,Banashankari,Cafe,500,Dine-out
Peppy Peppers,No,No,4.2,244,Banashankari,Casual Dining,800,Dine-out
Anna Kuteera,Yes,No,4.0,771,Banashankari,Casual Dining,450,Dine-out
Szechuan Dragon,Yes,No,4.2,1647,Banashankari,Casual Dining,600,Dine-out
1947,No,Yes,4.0,808,Banashankari,Casual Dining,850,Dine-out
Caf-Eleven,No,No,4.0,424,Banashankari,Cafe,450,Dine-out
Thamboola,Yes,No,3.9,135,Banashankari,Casual Dining,800,Dine-out
Ferment,No,No,,0,Banashankari,"Casual Dining, Bar","1,000",Dine-out
Havyaka Mess,No,No,3.9,28,Banashankari,Mess,300,Dine-out
San Churro Cafe,Yes,No,3.8,918,Banashankari,"Cafe, Casual Dining",800,Dine-out
Cafe Vivacity,Yes,No,3.8,90,Banashankari,Cafe,650,Dine-out
Chung Wah,Yes,No,3.9,519,Banashankari,Casual Dining,900,Dine-out
Vietnamese Kitchen,Yes,No,3.6,105,Banashankari,Casual Dining,700,Dine-out
Blue Wings Bar & Restaurant,No,No,3.7,43,Banashankari,"Bar, Casual Dining",700,Dine-out
Anand Sweets and Savouries,No,No,3.7,46,Banashankari,"Sweet Shop, Quick Bites",400,Dine-out
Catch-up-ino,Yes,No,3.9,133,Banashankari,Cafe,800,Dine-out
Kirthi's Biryani,Yes,No,3.8,144,Banashankari,Cafe,700,Dine-out
T3H Cafe,No,No,3.9,93,Banashankari,Cafe,300,Dine-out
Srikrishna Bhavan,Yes,No,3.8,42,Banashankari,Quick Bites,300,Dine-out
Dal Tadkaa,Yes,No,2.5,247,Banashankari,Casual Dining,500,Dine-out
360 Atoms Restaurant And Cafe,Yes,No,3.1,13,Banashankari,Cafe,400,Dine-out
New Imperial Restaurant,No,No,3.7,39,Banashankari,Casual Dining,450,Dine-out
The Vintage Cafe,Yes,No,3.0,62,Banashankari,Cafe,400,Dine-out
Green Gardenia,Yes,No,3.8,160,Banashankari,Casual Dining,700,Dine-out
Parimala Sweets,No,No,3.5,14,Banashankari,Sweet Shop,200,Dine-out
Vaishali Deluxe,No,No,3.8,42,Banashankari,Casual Dining,700,Dine-out
Paradise Premium,Yes,No,3.1,119,Banashankari,Casual Dining,700,Dine-out
Kadala Tarangaa,Yes,No,3.6,129,Banashankari,Casual Dining,600,Dine-out
My Tea House,Yes,Yes,,0,Banashankari,Casual Dining,500,Dine-out
Vi Ra's Bar and Restaurant,No,No,3.3,62,Banashankari,Bar,800,Dine-out
Annapooraneshwari Mess,No,No,,0,Banashankari,Mess,200,Dine-out
Sri Yaksha Shiv Sagar,Yes,No,3.6,24,Banashankari,Casual Dining,600,Dine-out
7 Hills Restaurant,No,No,,0,Banashankari,Casual Dining,500,Dine-out
Nandhini Deluxe,No,No,2.6,283,Banashankari,Casual Dining,600,Dine-out
Corner Stone,No,No,3.6,42,Banashankari,"Beverage Shop, Quick Bites",300,Dine-out
Karavali Fish Center,No,No,3.4,10,Banashankari,Quick Bites,300,Dine-out
Ayda Persian Kitchen,No,No,3.7,39,Banashankari,Casual Dining,950,Dine-out
J Spice,Yes,No,3.8,59,Banashankari,Casual Dining,750,Dine-out
Swadesh Tadka,Yes,No,3.5,179,Banashankari,Casual Dining,600,Dine-out
Iyer's Tiffin Centre,No,No,3.8,62,Banashankari,Quick Bites,150,Dine-out
Kydz Adda,No,No,3.4,6,Banashankari,Casual Dining,500,Dine-out
K27 - The Pub,No,No,3.1,30,Banashankari,Bar,"1,000",Dine-out
Kotian Karavali Restaurant,No,No,3.5,10,Banashankari,Quick Bites,300,Dine-out
Food Box Cafe,No,No,3.6,36,Banashankari,Casual Dining,500,Dine-out
Hide Out Cafe,No,No,3.7,31,Banashankari,Cafe,300,Dine-out
Linnet Bar & Restaurant,No,No,,0,Banashankari,Bar,500,Dine-out
CAFE NOVA,No,No,3.2,11,Banashankari,Cafe,600,Dine-out
Darbar,No,No,3.0,98,Banashankari,Bar,800,Dine-out
Sri Ganesh Juice and Chats,No,No,3.5,18,Banashankari,"Beverage Shop, Quick Bites",150,Dine-out
Manifest Cafe,No,No,3.5,10,Banashankari,Casual Dining,500,Dine-out
Beijing Bites,No,No,2.7,128,Banashankari,Casual Dining,850,Dine-out
Karavali Lunch Home,No,No,,0,Banashankari,Quick Bites,400,Dine-out
The Pizzeria,Yes,No,2.8,45,Banashankari,Casual Dining,800,Dine-out
Sri Krishna Sagar,Yes,No,3.2,119,Banashankari,Casual Dining,400,Dine-out
Lassi Stop,Yes,No,3.4,12,Banashankari,"Beverage Shop, Quick Bites",150,Dine-out
Banashankari Nati Style,No,No,,0,Banashankari,Quick Bites,350,Dine-out
Sea Green Cafe,No,No,3.3,4,Banashankari,Cafe,500,Dine-out
Cafe Coffee Day,No,No,,0,Banashankari,Cafe,900,Dine-out
SLN Bar and Restaurant,No,No,,0,Banashankari,Casual Dining,700,Dine-out
Kaumudis Juoice,No,No,,0,Banashankari,"Beverage Shop, Quick Bites",150,Dine-out
Parijatha Paradise,Yes,No,,0,Banashankari,Casual Dining,500,Dine-out
As On Fire,Yes,No,3.5,41,South Bangalore,Food Truck,400,Dine-out
Pizza Hut,Yes,No,3.7,405,Banashankari,Casual Dining,750,Dine-out
New Prashanth Hotel,Yes,No,3.9,388,Banashankari,Casual Dining,650,Dine-out
Taaza Thindi,No,No,4.7,651,Banashankari,Quick Bites,100,Dine-out
Hyderabad Express,Yes,No,,0,Banashankari,Quick Bites,300,Dine-out
Ayodhya Upachar,Yes,No,4.3,734,Banashankari,Quick Bites,200,Dine-out
Petoo,No,No,3.7,21,Banashankari,Quick Bites,450,Dine-out
Roving Feast,No,No,4.0,1047,Banashankari,Quick Bites,450,Dine-out
KFC,Yes,No,3.8,505,Banashankari,Quick Bites,450,Dine-out
Five Star Chicken,No,No,3.6,55,Banashankari,Quick Bites,200,Dine-out
Gama Gama,Yes,No,3.9,264,Banashankari,Quick Bites,200,Dine-out
Hotel New Karavali,Yes,No,3.8,133,Banashankari,Quick Bites,300,Dine-out
Kaapi Corner,No,No,,0,Banashankari,Quick Bites,100,Dine-out
McDonald's,Yes,No,3.9,286,Banashankari,Quick Bites,500,Dine-out
